"sep=	"
PAr146_1_Timestamp_FormattedUnix_CAL	PAr146_1_Accel_LN_X_CAL	PAr146_1_Accel_LN_Y_CAL	PAr146_1_Accel_LN_Z_CAL	PAr146_1_Accel_WR_X_CAL	PAr146_1_Accel_WR_Y_CAL	PAr146_1_Accel_WR_Z_CAL	PAr146_1_Gyro_X_CAL	PAr146_1_Gyro_Y_CAL	PAr146_1_Gyro_Z_CAL	PAr146_1_Mag_X_CAL	PAr146_1_Mag_Y_CAL	PAr146_1_Mag_Z_CAL	PAr146_1_Quat_Madge_9DOF_W_LN_CAL	PAr146_1_Quat_Madge_9DOF_X_LN_CAL	PAr146_1_Quat_Madge_9DOF_Y_LN_CAL	PAr146_1_Quat_Madge_9DOF_Z_LN_CAL	
yyyy/mm/dd hh:mm:ss.000	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	deg/s	deg/s	deg/s	local_flux	local_flux	local_flux	no_units	no_units	no_units	no_units	
2017/11/14 17:07:24.254	2.13095238095238	8.98795180722892	3.62646488392595	2.55058246474555	9.06437768240343	4.90496627835684	4.46041400443088	21.4631979627977	2.83071958744047	0.190559440559441	-0.542345276872964	-0.453736654804271	0.99994418048655	0.0103219098861587	0.00184920978542901	0.0012940288068347	
2017/11/14 17:07:24.274	1.82142857142857	9.24096385542169	3.06801939465178	2.04046597179644	9.14285714285714	4.43408951563458	7.31137075193253	18.403084218151	-0.344441770831055	0.194055944055944	-0.54885993485342	-0.451957295373666	0.999767719664204	0.021168318828769	0.00346542473538215	0.00209757641202297	
2017/11/14 17:07:24.293	1.86904761904762	9.21686746987952	3.11655891860123	2.31514408338443	9.182096873084	4.39484978540773	4.94523719734923	23.563343416518	-2.66707347762937	0.197552447552448	-0.542345276872964	-0.446619217081851	0.999480180437954	0.031583970893821	0.00592184726390354	0.00259873416807943	
2017/11/14 17:07:24.313	1.63095238095238	9.31325301204819	3.26386423743755	1.92274678111588	9.182096873084	4.43408951563458	4.90030658862187	24.9908003652809	-4.42172028320641	0.204545454545455	-0.550488599348534	-0.446619217081851	0.999074513868731	0.0419973279397675	0.00883054970720368	0.00289163893800137	
2017/11/14 17:07:24.332	1.25	9.16867469879518	3.15266235674405	1.68730839975475	9.14285714285714	4.47332924586144	5.84080919443117	24.441459465528	-3.19955226399365	0.208041958041958	-0.542345276872964	-0.439501779359431	0.998539397627762	0.0525820095915198	0.011925554921799	0.00346190587848707	
2017/11/14 17:07:24.352	1.26190476190476	9.21686746987952	3.06777843079636	1.33415082771306	9.14285714285714	4.31637032495402	6.84746094655341	15.7444019724952	-1.32384387775022	0.211538461538462	-0.54885993485342	-0.443060498220641	0.997892853263728	0.0633132020053684	0.0135082083421223	0.00433822133940397	
2017/11/14 17:07:24.371	1.77380952380952	9.28915662650602	3.06850132236262	1.96198651134273	9.29981606376456	4.19865113427345	6.1664170441583	10.274298036653	-3.3587752351949	0.20979020979021	-0.543973941368078	-0.435943060498221	0.997163681943644	0.0738342388259583	0.0137567868934545	0.00488338038184348	
2017/11/14 17:07:24.391	1.77380952380952	9.08433734939759	3.45669703203056	2.11894543225015	9.10361741263029	4.51256897608829	4.44453649659335	12.3213350126456	-5.97895721412849	0.20979020979021	-0.550488599348534	-0.437722419928826	0.99634906179051	0.0840087035947272	0.0143354860742283	0.00505753186050145	
2017/11/14 17:07:24.410	1.47619047619048	9.09638554216867	3.18852483103144	1.76578786020846	8.98589822194972	4.591048436542	6.44159806372759	13.4122353194546	-4.97025516128909	0.211538461538462	-0.543973941368078	-0.434163701067616	0.995389584782493	0.0945227858811108	0.0153475888560575	0.00542853314576667	
