S5_Timestamp_FormattedUnix_CAL;S5_Accel_LN_X_CAL;S5_Accel_LN_Y_CAL;S5_Accel_LN_Z_CAL;S5_Gyro_X_CAL;S5_Gyro_Y_CAL;S5_Gyro_Z_CAL;S5_Mag_X_CAL;S5_Mag_Y_CAL;S5_Mag_Z_CAL;S5_Quat_Madge_9DOF_W_LN_CAL;S5_Quat_Madge_9DOF_X_LN_CAL;S5_Quat_Madge_9DOF_Y_LN_CAL;S5_Quat_Madge_9DOF_Z_LN_CAL
yyyy/mm/dd hh:mm:ss.000;m/(s^2);m/(s^2);m/(s^2);deg/s;deg/s;deg/s;local_flux;local_flux;local_flux;no_units;no_units;no_units;no_units
2017/12/05 16:23:32.841;-0.423481013638278;9.58536585365854;2.10419892480338;0.20588764466796;1.14664978424161;-1.20053061780703;0.123222748815166;-0.956719817767654;0.150341685649203;0.999987464744607;0.00498999001665075;0.00033792765464285;0.00023697718890649
2017/12/05 16:23:32.881;-0.411046171315869;9.54878048780488;2.08022688768443;0.382590369516239;-0.31111536723196;0.854350641501555;0.125592417061611;-0.96127562642369;0.145785876993166;0.999949688084066;0.00999462203876948;0.000543377950195845;0.000658461301046787
2017/12/05 16:23:32.891;-0.276792773264548;9.5609756097561;2.06952122889386;0.406128518536354;-1.26317920189192;0.750597950160435;0.125592417061611;-0.954441913439636;0.157175398633257;0.999886699986102;0.0150025555591239;0.000594491933138763;0.00107568440545714
2017/12/05 16:23:32.901;-0.22825810278214;9.62195121951219;2.09410296114085;0.199116146133673;-2.15412053682394;0.586032502363708;0.12085308056872;-0.954441913439636;0.148063781321185;0.999798912765665;0.0199923210611959;0.000542626521677296;0.00146515788820399
2017/12/05 16:23:32.911;-0.179241552776841;9.60975609756098;2.07049674109874;0.0820630791548547;-1.28494972060141;-0.0980687870597116;0.118483412322275;-0.954441913439636;0.152619589977221;0.99968644094517;0.0249703255528632;0.000544185626100558;0.00179066863677225
2017/12/05 16:23:32.921;-0.179362022657564;9.63414634146341;2.08254372917101;0.452826919267932;-0.510040569073684;-0.433159431512055;0.127962085308057;-0.965831435079727;0.148063781321185;0.999548203913531;0.0299759666166889;0.000617067362004141;0.00210919570001167
2017/12/05 16:23:32.931;-0.215823260459731;9.63414634146341;2.07013092402191;0.628252453392094;0.584001353466963;-0.911481791476944;0.123222748815166;-0.947608200455581;0.154897494305239;0.999384392010799;0.0349928268893177;0.000810241334160147;0.00238381636875622
2017/12/05 16:23:32.941;-0.325568383508402;9.59756097560975;2.06903347279142;-0.130703634059826;2.69190084758181;-1.41398793518528;0.12085308056872;-0.958997722095672;0.152619589977221;0.999197980838403;0.0399376644505723;0.00125107864287781;0.00261014346757811
2017/12/05 16:23:32.951;-0.447266469356591;9.59756097560975;2.04372010639077;0.154917273828975;2.73272024932555;-0.957350197304949;0.118483412322275;-0.949886104783599;0.148063781321185;0.998985811666791;0.0448997791166664;0.00176160695256438;0.0028730932217752
2017/12/05 16:23:32.961;-0.422517254592496;9.59756097560975;2.00782302022516;0.430100816533925;0.796361172519126;-0.967433439507179;0.113744075829384;-0.956719817767654;0.150341685649203;0.998748038911121;0.0498825286776931;0.002091149467596;0.00311692120732386
2017/12/05 16:23:32.971;-0.361306802026233;9.57317073170732;1.98433873920865;-0.0374226303712707;-0.16108262535327;-0.533189809604965;0.12085308056872;-0.949886104783599;0.154897494305239;0.998487787867046;0.0548190677712952;0.002305950078684;0.00341904713246327
2017/12/05 16:23:32.981;-0.33752134630792;9.68292682926829;2.04481755762126;-0.13930982366608;-1.11388795660794;-0.562792841475553;0.118483412322275;-0.956719817767654;0.150341685649203;0.998204023812945;0.059742011735528;0.00242410511359717;0.00370710019224682
2017/12/05 16:23:32.991;-0.276913243145271;9.57317073170732;2.08156821696614;-0.542306679313681;-2.10751114119542;-1.04918845231879;0.127962085308057;-0.956719817767654;0.148063781321185;0.997898888811299;0.064622769793386;0.00243110321776412;0.00397430126559168
2017/12/05 16:23:33.001;-0.301903397670812;9.5;2.1415592792763;-0.451986505027253;-1.80775358134436;-0.767758355730911;0.123222748815166;-0.956719817767654;0.154897494305239;0.997569475180091;0.0695045158329825;0.00248050049598092;0.00425577079156109
2017/12/05 16:23:33.011;-0.314458709873944;9.51219512195122;2.17757830446752;-0.248100125759083;0.602379966808967;-1.23648382159259;0.12085308056872;-0.947608200455581;0.148063781321185;0.997214840454794;0.0743954921764171;0.00275053719223722;0.00450635836367196
2017/12/05 16:23:33.021;-0.412250870123096;9.60975609756098;2.2006967684072;0.293136445835861;2.72441204251332;-0.126529516082504;0.125592417061611;-0.96127562642369;0.152619589977221;0.99683183881777;0.079321953370056;0.00325124693953458;0.00487259951972455
2017/12/05 16:23:33.031;-0.387381185478278;9.62195121951219;2.15275269416931;1.27885458035505;2.16457262769738;-0.118382285623485;0.123222748815166;-0.945330296127563;0.152619589977221;0.996417604498779;0.0843260230234165;0.00369165821199964;0.00523936500107065
2017/12/05 16:23:33.041;-0.313374480947439;9.52439024390244;2.06915541181703;1.45090462759062;1.6686285342;-0.448329970680444;0.12085308056872;-0.963553530751708;0.148063781321185;0.995977526194064;0.0893384588440609;0.00405327161706153;0.00556579526376799
2017/12/05 16:23:33.051;-0.337400876427197;9.58536585365854;2.03277056954898;1.38866214708135;2.85770449789371;0.159958682640843;0.12085308056872;-0.956719817767654;0.148063781321185;0.995512411743285;0.0943348142337457;0.00452675826081625;0.00595729369780897
2017/12/05 16:23:33.061;-0.361547741787678;9.57317073170732;2.00843271535321;1.3884129621123;2.28555412173777;-0.113657256984701;0.123222748815166;-0.956719817767654;0.145785876993166;0.995023010988171;0.099320150907418;0.00496732413722778;0.00632778939893469
2017/12/05 16:23:33.070;-0.386296956551773;9.59756097560975;2.04432980151882;0.885944527271112;1.28134103770469;-1.05392222735237;0.123222748815166;-0.949886104783599;0.157175398633257;0.99451470795267;0.10425043585918;0.00534488266591239;0.0066162314253756
2017/12/05 16:23:33.080;-0.422878664234664;9.64634146341463;2.04396398444199;0.3715007416261;1.24963628427176;-0.909165492228764;0.12085308056872;-0.958997722095672;0.150341685649203;0.993987437306464;0.109125557256514;0.00573523200560785;0.00690610919587123
2017/12/05 16:23:33.090;-0.398370389232014;9.63414634146341;2.03216087442093;-0.163578876476584;2.17878523409291;-0.0267836210918049;0.130331753554502;-0.954441913439636;0.157175398633257;0.9934412565229;0.113941663590341;0.00618978472371219;0.00731120383665905
2017/12/05 16:23:33.100;-0.275949484099489;9.52439024390244;1.98519231238792;0.287233332984139;-1.32823109991738;-0.308508767717159;0.125592417061611;-0.958997722095672;0.150341685649203;0.992869906063672;0.118791225262579;0.00628082291264838;0.00765151601124052
2017/12/05 16:23:33.110;-0.275588074457321;9.59756097560975;1.94905134817109;-0.0437273719980822;-1.47385871029567;-0.874340770735594;0.130331753554502;-0.956719817767654;0.154897494305239;0.992279867010104;0.123599528455092;0.00636821281881246;0.00795411576373117
2017/12/05 16:23:33.120;-0.312290252020934;9.80487804878049;1.96073251916654;-0.148796897823859;0.198738899968968;-0.206719043795431;0.130331753554502;-0.956719817767654;0.154897494305239;0.991667291473286;0.12838575966969;0.00661082501374178;0.00832926939840012
2017/12/05 16:23:33.130;-0.20242465909154;9.70731707317073;1.94978298232475;-0.87212955930551;-2.81725314301761;-1.1793755620815;0.12085308056872;-0.952164009111617;0.150341685649203;0.991043547517729;0.133102647631569;0.00654768668412269;0.00857320920238511
2017/12/05 16:23:33.140;-0.202906538614431;9.65853658536585;1.99797093461386;-1.75446751479789;-4.62330482431552;-2.11732392245702;0.12085308056872;-0.963553530751708;0.154897494305239;0.990410864974695;0.13773229327675;0.00634243897004221;0.00871248510563559
2017/12/05 16:23:33.150;-0.25192308861973;9.59756097560975;2.02157715465597;-2.42916074236833;-4.12308788351796;-2.21466096741693;0.123222748815166;-0.954441913439636;0.150341685649203;0.989765965464541;0.142289970682214;0.00621072567336192;0.0088501264346417
2017/12/05 16:23:33.160;-0.31301307130527;9.5609756097561;2.0330144476002;-2.16520327617958;-4.23551071475376;-3.07525227651546;0.123222748815166;-0.956719817767654;0.150341685649203;0.989098785129554;0.146856812310455;0.00611487751258284;0.00890383098778325
2017/12/05 16:23:33.170;-0.288143386660452;9.53658536585366;1.98507037336231;-2.85253578473701;-1.30258162882898;-2.87345587655686;0.118483412322275;-0.952164009111617;0.148063781321185;0.988419221065871;0.1513515685591;0.0062566210139255;0.00900004531797828
2017/12/05 16:23:33.180;-0.666997655215378;9.57317073170732;2.06561918007435;-4.64712298975471;-2.00885944253228;-3.35006179820896;0.123222748815166;-0.958997722095672;0.150341685649203;0.987746483383859;0.155668345351686;0.00653892105359646;0.0090273656036825
2017/12/05 16:23:33.190;-0.717821253431518;9.57317073170732;2.26993022120062;-2.27577819808905;-7.45099872676813;-2.25262354103842;0.130331753554502;-0.949886104783599;0.150341685649203;0.987025941762365;0.160176508888902;0.00637218805180495;0.00909238734941938
2017/12/05 16:23:33.200;-0.657815499672483;9.54878048780488;2.36691582090689;-1.6199598268986;-8.75108651303735;-0.83688576131737;0.125592417061611;-0.96127562642369;0.148063781321185;0.986276378325113;0.164732791220452;0.0060447440039912;0.0092452217140932
2017/12/05 16:23:33.210;-0.548190846504535;9.40243902439024;2.38006026020965;-0.7877567732777;-7.62425506817621;-0.0555824410784102;0.130331753554502;-0.956719817767654;0.148063781321185;0.985493657555531;0.169348541256683;0.00575755089842858;0.00949595175362703
2017/12/05 16:23:33.220;-0.461990239412732;9.31707317073171;2.29658491688298;0.640234305342244;-7.57038630531961;0.608978489600577;0.125592417061611;-0.96127562642369;0.143507972665148;0.984668465530507;0.174076920345204;0.00542345186738265;0.00978902256453296
2017/12/05 16:23:33.230;-0.253971076592018;9.57317073170732;2.22637595188468;2.82687803276418;-4.37059561801088;2.86894152877328;0.125592417061611;-0.96127562642369;0.143507972665148;0.983784286602695;0.178981625145126;0.00522183508627143;0.0103338149958053
2017/12/05 16:23:33.240;-0.227776223259249;9.69512195121951;2.04591500885174;1.8998765337752;1.44196031714246;2.55132078197225;0.12085308056872;-0.96127562642369;0.143507972665148;0.982889626811778;0.183788598758581;0.00550772471941232;0.0109269135887923
2017/12/05 16:23:33.250;-0.226571524452021;9.75609756097561;1.92544512812897;0.991123293128857;-0.873631602161266;1.13017988329759;0.127962085308057;-0.949886104783599;0.148063781321185;0.981990598754023;0.188502730764886;0.00562204010941645;0.0113831945386239
