
0.01032191,0.00184921,0.001294029,-122.259,114.948,168.629
0.021168319,0.003465425,0.002097576,-122.702,114.94,168.711
0.031583971,0.005921847,0.002598734,-123.069,114.822,168.744
0.041997328,0.00883055,0.002891639,-123.295,114.656,168.749
0.05258201,0.011925555,0.003461906,-123.313,114.449,168.786
0.063313202,0.013508208,0.004338221,-123.339,114.265,168.833
0.073834239,0.013756787,0.00488338,-123.403,114.168,168.829
0.084008704,0.014335486,0.005057532,-123.759,114.099,168.833
0.094522786,0.015347589,0.005428533,-124.212,114.013,168.841
0.104698359,0.015648474,0.006327502,-124.645,113.93,168.855
0.114542179,0.014689408,0.007451346,-125.002,113.818,168.908
0.124412369,0.014362246,0.00855305,-125.272,113.656,168.932
0.134059768,0.013558198,0.009654096,-125.467,113.52,168.947
0.143577305,0.012917254,0.011004698,-125.644,113.388,168.925
0.152838222,0.01152244,0.01221029,-125.795,113.243,168.911
0.162024072,0.011161786,0.013485897,-125.968,113.136,168.899
0.171322878,0.010291316,0.014813595,-126.137,113.024,168.913
0.180376747,0.00925639,0.016002934,-126.264,112.955,168.918
0.189358878,0.008290923,0.017208643,-126.395,112.869,168.917
0.19833691,0.006670306,0.018381497,-126.435,112.82,168.902
0.207129499,0.004691628,0.019259298,-126.474,112.753,168.893
0.216050584,0.00394078,0.02032858,-126.521,112.774,168.843
0.224445088,0.00234409,0.021435635,-126.568,112.767,168.801
0.232638351,0.001513225,0.02253293,-126.64,112.77,168.757
0.241083277,0.000879256,0.023705887,-126.718,112.79,168.767
0.249622958,-0.00059532,0.02486891,-126.788,112.813,168.764
0.258634922,-0.002000349,0.025716411,-126.898,112.836,168.744
0.267797885,-0.002307329,0.026661571,-127.13,112.882,168.721
0.276906123,-0.004142464,0.027504546,-127.367,112.915,168.708
0.287148412,-0.006415567,0.028335652,-127.658,112.918,168.662
0.297184977,-0.010387817,0.029217134,-127.913,112.949,168.681
0.307148801,-0.010203399,0.030100871,-128.141,112.941,168.694
0.315642993,-0.011052252,0.030832708,-128.379,112.885,168.675
0.32358412,-0.012348526,0.031799723,-128.574,112.908,168.662
0.331444338,-0.014764482,0.032678745,-128.817,112.931,168.649
0.339423911,-0.016140614,0.03354061,-129.113,112.984,168.638
0.347181085,-0.016779252,0.034089193,-129.563,113.016,168.592
0.35442769,-0.017891299,0.034670013,-130.011,113.043,168.573
0.361446305,-0.019168421,0.035339839,-130.48,113.091,168.549
